what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1607886747624
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1607886747624
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1607886747625
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1607886747626
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1607886747626
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1607886747627
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1607886747628
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1607886747629
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1607886747630
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1607886747631
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1607886747632
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1607886747633
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1607886747634
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1607886747635
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1607886747636
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1607886747636
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1607886747637
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1607886747639
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1607886747641
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1607886747641
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1607886747642
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1607886747643
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1607886747645
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1607886747647
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1607886747650
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1607886747651
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1607886747652
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1607886747653
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1607886747654
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1607886747844
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1607886747845
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1607886747847
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1607886747849
os,sysinfo,,,"win32",1607886747854
arch,sysinfo,,,"x86",1607886747854
ws,sysinfo,,,"win32",1607886747854
locale,sysinfo,,,"en_US",1607886747854
processors,sysinfo,,,"8",1607886747854
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1607886747854
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1607886747854
java.specification.name,sysinfo,,,"Java Platform API Specification",1607886747854
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1607886747854
java.specification.version,sysinfo,,,"1.6",1607886747854
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1607886747854
java.version,sysinfo,,,"1.6.0_23",1607886747854
java.vm.info,sysinfo,,,"mixed mode",1607886747854
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1607886747854
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1607886747854
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1607886747854
java.vm.specification.version,sysinfo,,,"1.0",1607886747854
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1607886747854
java.vm.version,sysinfo,,,"19.0-b09",1607886747854
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1607886747855
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1607886747865
error,log,,,"Unhandled Exception",1607886747867
